Origin,Destination,Carrier,ShipmentType,Weight,Volume,Dimensions,PlannedShipDate,ActualShipDate,PlannedDeliveryDate,ActualDeliveryDate,Status,DeliveryTimeDays
Philadelphia,Phoenix,DHL,Express,133.2,2.2,23x28x18,2025-05-05,2025-05-05,2025-05-09,2025-05-11,Disrupted,6
Dallas,Las Vegas,UPS,Fragile,256.6,3.7,35x26x9,2025-05-17,2025-05-17,2025-05-20,2025-05-20,Delayed,3
Houston,Austin,UPS,Express,79.5,2.5,34x38x11,2025-05-18,2025-05-19,2025-05-21,2025-05-22,Delivered,3
San Diego,Las Vegas,DHL,Express,279.0,3.8,38x29x30,2025-05-04,2025-05-04,2025-05-08,2025-05-08,Delivered,4
Dallas,Las Vegas,FedEx,Fragile,324.9,5.0,17x30x22,2025-05-02,2025-05-02,2025-05-06,2025-05-06,Delivered,4
Dallas,Las Vegas,DHL,Standard,126.8,1.9,17x36x9,2025-05-28,2025-05-29,2025-06-04,2025-06-06,Delivered,8
Atlanta,Los Angeles,UPS,Fragile,171.6,4.4,34x26x22,2025-05-10,2025-05-10,2025-05-12,2025-05-14,Delivered,4
Atlanta,Seattle,DHL,Standard,275.1,5.7,40x33x24,2025-05-28,2025-05-28,2025-06-03,2025-06-03,Delivered,6
Detroit,San Francisco,FedEx,Standard,276.8,5.6,31x27x9,2025-05-22,2025-05-23,2025-05-28,2025-05-28,Delivered,5
Atlanta,Miami,FedEx,Express,300.8,4.1,20x23x19,2025-05-16,2025-05-16,2025-05-21,2025-05-21,Delivered,5
Miami,San Francisco,FedEx,Standard,339.7,6.3,25x17x16,2025-05-17,2025-05-17,2025-05-20,2025-05-20,Delivered,3
Philadelphia,Los Angeles,FedEx,Standard,62.2,2.9,50x35x16,2025-05-28,2025-05-28,2025-05-29,2025-05-31,Delayed,3
Atlanta,San Francisco,FedEx,Express,318.7,4.7,48x40x17,2025-05-24,2025-05-25,2025-05-30,2025-05-31,Delivered,6
New York,Las Vegas,UPS,Express,337.9,6.0,40x29x28,2025-05-31,2025-05-31,2025-06-07,2025-06-08,Delivered,8
Chicago,Miami,DHL,Express,222.9,5.2,30x16x24,2025-05-21,2025-05-22,2025-05-22,2025-05-22,Disrupted,0
Dallas,Miami,FedEx,Express,121.4,2.6,15x35x16,2025-05-25,2025-05-25,2025-05-28,2025-05-30,Delivered,5
Boston,Orlando,UPS,Fragile,231.9,5.2,35x31x13,2025-05-06,2025-05-06,2025-05-11,2025-05-11,Delivered,5
Dallas,Phoenix,DHL,Standard,151.8,4.0,29x25x25,2025-05-22,2025-05-22,2025-05-25,2025-05-25,Delivered,3
Philadelphia,Houston,UPS,Express,101.4,3.3,27x12x11,2025-05-15,2025-05-16,2025-05-21,2025-05-21,Delayed,5
Boston,Seattle,UPS,Standard,211.8,2.7,23x37x20,2025-05-14,2025-05-14,2025-05-18,2025-05-18,Delivered,4
Dallas,Phoenix,FedEx,Standard,90.4,1.7,19x23x8,2025-05-28,2025-05-28,2025-06-02,2025-06-02,Delivered,5
Dallas,Seattle,FedEx,Standard,254.4,5.0,42x33x21,2025-05-30,2025-05-31,2025-06-06,2025-06-06,Delivered,6
Houston,Phoenix,UPS,Standard,130.0,4.1,31x22x10,2025-05-07,2025-05-07,2025-05-13,2025-05-13,Delivered,6
Boston,Seattle,UPS,Express,132.0,3.7,27x29x24,2025-05-03,2025-05-04,2025-05-06,2025-05-06,Delayed,2
Philadelphia,San Francisco,FedEx,Fragile,165.2,3.4,39x40x11,2025-05-05,2025-05-05,2025-05-08,2025-05-08,Delivered,3
Philadelphia,Houston,DHL,Express,235.2,5.2,16x27x22,2025-05-08,2025-05-08,2025-05-13,2025-05-13,Delivered,5
Miami,Seattle,UPS,Express,132.5,4.1,35x36x17,2025-05-27,2025-05-27,2025-05-28,2025-05-28,Delivered,1
Philadelphia,San Francisco,DHL,Standard,242.2,4.9,15x20x20,2025-05-09,2025-05-09,2025-05-14,2025-05-14,Delayed,5
Miami,Seattle,UPS,Standard,291.0,3.6,40x26x30,2025-05-13,2025-05-13,2025-05-17,2025-05-18,Delivered,5
Atlanta,Seattle,FedEx,Fragile,109.2,1.9,20x11x30,2025-05-28,2025-05-28,2025-06-04,2025-06-04,Delivered,7
New York,Austin,FedEx,Fragile,176.5,3.2,37x28x11,2025-05-08,2025-05-08,2025-05-15,2025-05-15,Delivered,7
New York,Las Vegas,DHL,Express,215.2,3.6,32x10x15,2025-05-21,2025-05-21,2025-05-25,2025-05-26,Delivered,5
Houston,Miami,FedEx,Express,51.1,3.1,33x39x18,2025-05-28,2025-05-28,2025-05-29,2025-05-30,Delayed,2
Atlanta,San Francisco,DHL,Fragile,135.7,4.3,42x23x29,2025-05-03,2025-05-03,2025-05-09,2025-05-10,Delivered,7
Detroit,San Francisco,FedEx,Express,288.6,3.4,19x32x19,2025-05-14,2025-05-14,2025-05-15,2025-05-15,Delivered,1
Boston,Houston,UPS,Fragile,302.6,4.6,23x18x28,2025-05-23,2025-05-24,2025-05-26,2025-05-27,Delivered,3
Houston,Phoenix,DHL,Fragile,298.2,4.0,38x18x11,2025-05-12,2025-05-12,2025-05-13,2025-05-14,Disrupted,2
Detroit,Austin,DHL,Express,90.0,2.9,27x10x25,2025-05-09,2025-05-09,2025-05-14,2025-05-14,Delivered,5
Atlanta,Houston,UPS,Fragile,188.2,3.6,18x17x28,2025-05-24,2025-05-24,2025-05-30,2025-05-30,Delayed,6
Chicago,Las Vegas,DHL,Express,264.4,4.5,48x37x27,2025-05-19,2025-05-19,2025-05-23,2025-05-24,Delivered,5
Detroit,Houston,UPS,Express,95.5,3.9,47x25x8,2025-05-05,2025-05-06,2025-05-07,2025-05-09,Delivered,3
Houston,Houston,UPS,Standard,126.7,2.4,45x15x15,2025-05-03,2025-05-03,2025-05-05,2025-05-05,Delivered,2
Dallas,San Francisco,FedEx,Fragile,278.3,4.1,33x37x14,2025-05-01,2025-05-01,2025-05-08,2025-05-08,Delivered,7
Dallas,Austin,DHL,Standard,341.6,5.9,48x27x25,2025-05-10,2025-05-10,2025-05-14,2025-05-14,Delivered,4
Dallas,Denver,DHL,Standard,304.0,4.7,33x35x30,2025-05-05,2025-05-05,2025-05-09,2025-05-09,Delivered,4
Boston,Las Vegas,UPS,Express,346.0,4.7,32x31x22,2025-05-27,2025-05-27,2025-05-31,2025-05-31,Delivered,4
Philadelphia,Miami,DHL,Fragile,314.8,5.9,41x28x26,2025-05-23,2025-05-23,2025-05-30,2025-05-30,Delivered,7
Philadelphia,Denver,DHL,Standard,264.3,4.3,46x18x12,2025-05-17,2025-05-17,2025-05-21,2025-05-21,Delivered,4
Dallas,Phoenix,DHL,Express,141.0,2.4,48x38x14,2025-05-07,2025-05-08,2025-05-09,2025-05-11,Delayed,3
Philadelphia,Las Vegas,UPS,Fragile,194.2,3.3,23x24x17,2025-05-02,2025-05-02,2025-05-05,2025-05-07,Delivered,5
Miami,San Francisco,UPS,Express,245.0,3.8,26x18x21,2025-05-18,2025-05-18,2025-05-20,2025-05-21,Delivered,3
New York,Orlando,FedEx,Standard,172.9,4.7,28x24x18,2025-05-12,2025-05-12,2025-05-18,2025-05-19,Delayed,7
New York,Houston,DHL,Standard,179.8,3.9,47x23x25,2025-05-19,2025-05-19,2025-05-22,2025-05-22,Delayed,3
Dallas,Orlando,FedEx,Express,131.7,3.8,33x36x26,2025-05-22,2025-05-23,2025-05-24,2025-05-26,Delayed,3
New York,Las Vegas,FedEx,Standard,235.3,4.5,43x18x10,2025-05-06,2025-05-06,2025-05-08,2025-05-10,Delivered,4
New York,Austin,UPS,Standard,318.5,4.3,20x11x9,2025-05-16,2025-05-16,2025-05-18,2025-05-18,Delivered,2
Dallas,Miami,FedEx,Fragile,292.1,4.4,43x25x11,2025-05-29,2025-05-30,2025-05-30,2025-05-30,Delayed,0
Dallas,Austin,UPS,Express,270.9,3.7,37x39x29,2025-05-08,2025-05-08,2025-05-10,2025-05-12,Delivered,4
Miami,Miami,FedEx,Standard,103.0,2.6,26x19x29,2025-05-26,2025-05-26,2025-06-02,2025-06-02,Delivered,7
Philadelphia,Austin,DHL,Express,216.0,3.5,31x28x16,2025-05-20,2025-05-21,2025-05-25,2025-05-25,Delivered,4
Dallas,San Francisco,FedEx,Express,229.7,4.5,30x39x24,2025-05-26,2025-05-26,2025-06-01,2025-06-03,Delivered,8
San Diego,San Francisco,FedEx,Express,93.6,2.7,21x38x9,2025-05-22,2025-05-22,2025-05-26,2025-05-28,Delivered,6
Detroit,Houston,FedEx,Fragile,184.5,4.6,17x40x19,2025-05-23,2025-05-24,2025-05-28,2025-05-30,Delivered,6
Chicago,Las Vegas,UPS,Fragile,123.9,3.9,36x21x18,2025-05-18,2025-05-18,2025-05-20,2025-05-21,Delivered,3
Detroit,Miami,UPS,Express,188.8,4.3,24x34x13,2025-05-16,2025-05-16,2025-05-23,2025-05-24,Disrupted,8
Detroit,Miami,DHL,Standard,292.9,4.5,24x22x16,2025-05-14,2025-05-14,2025-05-17,2025-05-18,Delivered,4
Dallas,San Francisco,UPS,Standard,142.8,4.2,27x20x25,2025-05-24,2025-05-24,2025-05-29,2025-05-30,Disrupted,6
Chicago,Las Vegas,DHL,Fragile,97.9,2.3,50x30x14,2025-05-31,2025-05-31,2025-06-04,2025-06-06,Delivered,6
Atlanta,Las Vegas,UPS,Standard,135.2,3.1,36x15x30,2025-05-18,2025-05-18,2025-05-20,2025-05-20,Delivered,2
Atlanta,Houston,DHL,Standard,291.8,3.9,38x27x23,2025-05-17,2025-05-17,2025-05-19,2025-05-19,Delivered,2
Miami,San Francisco,DHL,Fragile,273.1,4.0,39x23x30,2025-05-13,2025-05-13,2025-05-17,2025-05-19,Delivered,6
San Diego,Austin,FedEx,Express,349.0,6.1,44x37x11,2025-05-04,2025-05-05,2025-05-09,2025-05-09,Delivered,4
Philadelphia,Seattle,UPS,Standard,120.7,3.7,27x37x27,2025-05-09,2025-05-09,2025-05-14,2025-05-16,Delivered,7
Houston,Las Vegas,UPS,Express,322.0,5.6,25x23x22,2025-05-11,2025-05-11,2025-05-16,2025-05-16,Delivered,5
Houston,Seattle,DHL,Express,305.6,3.7,44x39x16,2025-05-02,2025-05-02,2025-05-06,2025-05-06,Delivered,4
Dallas,Phoenix,FedEx,Standard,278.6,3.7,30x31x26,2025-05-21,2025-05-21,2025-05-22,2025-05-22,Delivered,1
Boston,Denver,FedEx,Express,150.8,3.9,40x27x29,2025-05-14,2025-05-14,2025-05-20,2025-05-22,Delivered,8
San Diego,Las Vegas,UPS,Express,303.8,4.3,37x34x11,2025-05-23,2025-05-23,2025-05-29,2025-05-29,Delivered,6
San Diego,Phoenix,UPS,Express,273.7,4.7,38x26x18,2025-05-14,2025-05-14,2025-05-19,2025-05-21,Delivered,7
Detroit,Austin,DHL,Express,295.8,3.5,18x25x11,2025-05-25,2025-05-25,2025-05-31,2025-05-31,Delivered,6
Houston,Phoenix,FedEx,Express,228.1,4.8,45x38x12,2025-05-19,2025-05-19,2025-05-22,2025-05-23,Delivered,4
Detroit,San Francisco,DHL,Fragile,329.6,5.5,33x18x30,2025-05-19,2025-05-19,2025-05-21,2025-05-23,Delivered,4
Chicago,San Francisco,UPS,Fragile,77.0,3.4,21x31x10,2025-05-14,2025-05-14,2025-05-17,2025-05-18,Delayed,4
Atlanta,Phoenix,DHL,Express,221.8,4.4,46x20x9,2025-05-09,2025-05-09,2025-05-12,2025-05-12,Delivered,3
Boston,Seattle,UPS,Standard,194.0,4.4,33x28x28,2025-05-16,2025-05-16,2025-05-19,2025-05-19,Delivered,3
Atlanta,Houston,DHL,Standard,109.1,3.1,36x31x30,2025-05-15,2025-05-16,2025-05-18,2025-05-18,Delayed,2
Houston,San Francisco,UPS,Standard,248.0,4.7,37x23x9,2025-05-15,2025-05-16,2025-05-20,2025-05-22,Delivered,6
Houston,Houston,DHL,Express,252.1,5.1,35x38x30,2025-05-21,2025-05-21,2025-05-23,2025-05-23,Delivered,2
Chicago,Denver,FedEx,Express,83.6,2.6,48x21x18,2025-05-12,2025-05-12,2025-05-18,2025-05-20,Delivered,8
Miami,Austin,DHL,Standard,90.1,2.9,36x34x21,2025-05-25,2025-05-26,2025-05-29,2025-05-30,Delivered,4
Philadelphia,San Francisco,UPS,Express,245.9,3.0,23x37x26,2025-05-18,2025-05-18,2025-05-25,2025-05-25,Delayed,7
New York,Austin,FedEx,Express,131.0,2.1,24x21x17,2025-05-29,2025-05-29,2025-06-02,2025-06-03,Delivered,5
Atlanta,Los Angeles,FedEx,Fragile,87.9,3.7,25x13x29,2025-05-07,2025-05-07,2025-05-09,2025-05-09,Delivered,2
Boston,Austin,DHL,Standard,77.9,1.6,34x38x24,2025-05-06,2025-05-06,2025-05-09,2025-05-09,Delivered,3
Atlanta,Austin,FedEx,Standard,196.5,4.4,21x27x10,2025-05-05,2025-05-06,2025-05-09,2025-05-11,Delivered,5
Houston,San Francisco,FedEx,Express,319.4,4.1,38x15x25,2025-05-14,2025-05-14,2025-05-15,2025-05-16,Delayed,2
Houston,Orlando,FedEx,Fragile,186.0,2.7,19x40x15,2025-05-29,2025-05-29,2025-06-05,2025-06-05,Delivered,7
Detroit,Houston,DHL,Standard,311.1,4.1,39x11x17,2025-05-27,2025-05-27,2025-05-31,2025-05-31,Delivered,4
San Diego,San Francisco,DHL,Express,140.2,4.2,16x20x10,2025-05-28,2025-05-28,2025-06-03,2025-06-03,Delayed,6
Chicago,Houston,DHL,Express,331.9,4.1,44x35x13,2025-05-28,2025-05-28,2025-06-03,2025-06-03,Delivered,6
Dallas,Seattle,UPS,Fragile,314.5,4.2,45x40x12,2025-05-18,2025-05-19,2025-05-21,2025-05-21,Delayed,2
Philadelphia,Denver,UPS,Express,126.6,2.6,49x13x21,2025-05-17,2025-05-18,2025-05-24,2025-05-25,Delivered,7
Houston,Denver,FedEx,Fragile,102.5,3.5,41x39x11,2025-05-18,2025-05-18,2025-05-23,2025-05-25,Delivered,7
Philadelphia,Denver,UPS,Fragile,233.0,2.9,41x40x19,2025-05-29,2025-05-29,2025-06-03,2025-06-03,Delivered,5
New York,Austin,DHL,Standard,249.8,5.5,39x35x19,2025-05-15,2025-05-15,2025-05-17,2025-05-17,Delayed,2
Houston,Austin,UPS,Express,170.1,4.0,21x40x23,2025-05-27,2025-05-27,2025-06-01,2025-06-03,Delivered,7
Miami,Orlando,DHL,Standard,234.8,3.7,16x13x17,2025-05-06,2025-05-06,2025-05-13,2025-05-13,Delivered,7
Atlanta,Seattle,UPS,Standard,155.3,2.3,25x33x24,2025-05-22,2025-05-22,2025-05-25,2025-05-25,Delayed,3
Houston,Denver,UPS,Express,252.3,3.2,25x28x16,2025-05-16,2025-05-17,2025-05-18,2025-05-18,Delivered,1
Houston,Los Angeles,DHL,Fragile,60.3,1.7,26x15x14,2025-05-25,2025-05-25,2025-05-30,2025-06-01,Delivered,7
New York,San Francisco,DHL,Standard,302.2,6.0,18x24x11,2025-05-28,2025-05-28,2025-06-02,2025-06-02,Delivered,5
Atlanta,Los Angeles,UPS,Standard,55.8,3.4,15x33x26,2025-05-29,2025-05-29,2025-06-01,2025-06-01,Delivered,3
Chicago,San Francisco,DHL,Express,345.0,4.2,38x17x29,2025-05-26,2025-05-26,2025-05-28,2025-05-28,Delivered,2
Chicago,San Francisco,UPS,Fragile,332.0,5.9,15x10x11,2025-05-14,2025-05-14,2025-05-18,2025-05-18,Delayed,4
Houston,San Francisco,DHL,Express,56.9,3.4,47x12x24,2025-05-29,2025-05-29,2025-05-31,2025-06-02,Disrupted,4
Miami,Seattle,FedEx,Standard,110.7,3.5,40x30x12,2025-05-15,2025-05-15,2025-05-18,2025-05-18,Delivered,3
Chicago,Seattle,FedEx,Standard,93.8,3.6,19x23x23,2025-05-20,2025-05-21,2025-05-25,2025-05-25,Delivered,4
Miami,Miami,UPS,Standard,221.6,4.8,40x36x9,2025-05-08,2025-05-08,2025-05-09,2025-05-09,Delivered,1
Miami,Miami,DHL,Standard,194.3,4.8,36x12x25,2025-05-25,2025-05-25,2025-05-29,2025-05-29,Delivered,4
Boston,Miami,FedEx,Fragile,95.5,1.5,25x24x25,2025-05-30,2025-05-30,2025-06-01,2025-06-01,Delivered,2
Atlanta,Houston,UPS,Standard,260.7,3.7,30x10x10,2025-05-17,2025-05-17,2025-05-20,2025-05-20,Delayed,3
Dallas,Seattle,DHL,Express,225.4,4.7,19x13x15,2025-05-08,2025-05-09,2025-05-15,2025-05-15,Delivered,6
Chicago,Las Vegas,FedEx,Standard,129.8,2.4,24x36x25,2025-05-22,2025-05-22,2025-05-25,2025-05-25,Delivered,3
Dallas,Orlando,DHL,Fragile,273.1,3.9,49x34x14,2025-05-05,2025-05-05,2025-05-09,2025-05-09,Delivered,4
Houston,Seattle,UPS,Fragile,227.3,2.9,27x19x21,2025-05-08,2025-05-09,2025-05-13,2025-05-13,Delivered,4
Miami,Austin,UPS,Express,176.8,4.5,48x40x27,2025-05-30,2025-05-31,2025-06-01,2025-06-03,Delivered,3
Miami,Los Angeles,FedEx,Standard,120.8,2.6,42x34x24,2025-05-10,2025-05-10,2025-05-16,2025-05-17,Delivered,7
Detroit,Orlando,DHL,Standard,138.1,2.0,37x16x9,2025-05-09,2025-05-09,2025-05-12,2025-05-12,Delivered,3
Miami,Miami,UPS,Fragile,68.4,1.2,19x20x19,2025-05-19,2025-05-19,2025-05-23,2025-05-25,Delivered,6
Philadelphia,Austin,FedEx,Express,348.3,5.8,47x13x26,2025-05-23,2025-05-23,2025-05-30,2025-05-30,Delivered,7
San Diego,Miami,DHL,Standard,51.3,3.3,17x38x25,2025-05-15,2025-05-16,2025-05-17,2025-05-17,Disrupted,1
Miami,Los Angeles,DHL,Standard,80.2,3.3,50x30x10,2025-05-15,2025-05-15,2025-05-21,2025-05-21,Delivered,6
Detroit,Orlando,FedEx,Standard,251.4,3.5,24x11x14,2025-05-16,2025-05-16,2025-05-21,2025-05-23,Delivered,7
Detroit,Los Angeles,UPS,Express,88.6,1.5,35x35x24,2025-05-20,2025-05-20,2025-05-26,2025-05-26,Delivered,6
San Diego,Las Vegas,UPS,Express,140.9,2.1,17x10x29,2025-05-26,2025-05-26,2025-05-30,2025-05-30,Delivered,4
New York,Houston,FedEx,Fragile,303.2,5.4,38x15x21,2025-05-03,2025-05-04,2025-05-04,2025-05-06,Delivered,2
Atlanta,San Francisco,FedEx,Standard,331.3,3.9,16x35x17,2025-05-14,2025-05-14,2025-05-20,2025-05-21,Delivered,7
Atlanta,Orlando,DHL,Express,142.9,2.0,32x33x15,2025-05-30,2025-05-30,2025-06-03,2025-06-03,Delivered,4
Chicago,Las Vegas,FedEx,Fragile,202.0,5.0,43x10x16,2025-05-16,2025-05-17,2025-05-20,2025-05-21,Delivered,4
Detroit,Phoenix,DHL,Fragile,294.5,5.6,32x26x12,2025-05-12,2025-05-12,2025-05-17,2025-05-17,Delivered,5
Philadelphia,San Francisco,DHL,Fragile,236.7,4.1,19x24x20,2025-05-25,2025-05-25,2025-05-26,2025-05-26,Delivered,1
Boston,Los Angeles,FedEx,Standard,290.2,3.7,36x18x11,2025-05-06,2025-05-06,2025-05-13,2025-05-13,Delivered,7
Chicago,San Francisco,UPS,Fragile,323.4,4.8,34x40x25,2025-05-03,2025-05-04,2025-05-10,2025-05-10,Delivered,6
Dallas,Los Angeles,UPS,Express,296.7,4.9,17x36x12,2025-05-16,2025-05-16,2025-05-23,2025-05-23,Disrupted,7
Houston,Phoenix,FedEx,Express,139.1,3.8,49x23x12,2025-05-12,2025-05-12,2025-05-16,2025-05-16,Delivered,4
Boston,Los Angeles,DHL,Fragile,248.7,3.1,48x33x9,2025-05-14,2025-05-14,2025-05-17,2025-05-18,Delivered,4
Houston,Houston,UPS,Fragile,339.0,4.0,31x16x13,2025-05-30,2025-05-30,2025-05-31,2025-05-31,Delivered,1
Detroit,Los Angeles,FedEx,Express,238.4,3.8,24x29x14,2025-05-06,2025-05-07,2025-05-10,2025-05-10,Delivered,3
Atlanta,Austin,FedEx,Standard,193.7,2.6,32x35x27,2025-05-08,2025-05-08,2025-05-13,2025-05-13,Disrupted,5
Dallas,Phoenix,DHL,Fragile,270.0,3.8,17x30x24,2025-05-05,2025-05-05,2025-05-12,2025-05-12,Disrupted,7
Dallas,Denver,DHL,Fragile,266.0,3.6,34x20x27,2025-05-22,2025-05-22,2025-05-23,2025-05-25,Delivered,3
Houston,San Francisco,DHL,Fragile,71.7,1.3,17x28x25,2025-05-07,2025-05-08,2025-05-09,2025-05-09,Disrupted,1
Detroit,Orlando,DHL,Express,298.8,3.7,39x25x23,2025-05-04,2025-05-04,2025-05-11,2025-05-12,Delayed,8
Atlanta,Orlando,DHL,Fragile,166.9,4.6,16x30x19,2025-05-01,2025-05-01,2025-05-08,2025-05-09,Delivered,8
Houston,San Francisco,UPS,Express,291.2,4.7,31x14x30,2025-05-21,2025-05-21,2025-05-25,2025-05-25,Delivered,4
Dallas,Los Angeles,DHL,Express,274.3,4.7,34x27x22,2025-05-23,2025-05-23,2025-05-29,2025-05-29,Delivered,6
Dallas,Seattle,UPS,Fragile,303.2,4.6,45x15x21,2025-05-04,2025-05-05,2025-05-11,2025-05-12,Delivered,7
Houston,Seattle,DHL,Fragile,55.5,2.4,15x38x28,2025-05-19,2025-05-19,2025-05-26,2025-05-26,Delivered,7
Dallas,Austin,DHL,Express,70.3,2.5,36x40x29,2025-05-28,2025-05-29,2025-05-29,2025-05-31,Delivered,2
Miami,San Francisco,DHL,Standard,309.2,5.9,22x31x14,2025-05-10,2025-05-10,2025-05-14,2025-05-14,Delivered,4
Miami,Austin,UPS,Fragile,163.8,3.8,50x20x10,2025-05-05,2025-05-06,2025-05-09,2025-05-09,Delayed,3
Boston,San Francisco,DHL,Fragile,233.1,4.2,20x14x15,2025-05-16,2025-05-16,2025-05-20,2025-05-20,Disrupted,4
San Diego,Houston,DHL,Express,319.7,5.0,34x28x21,2025-05-22,2025-05-22,2025-05-27,2025-05-29,Delivered,7
Chicago,Houston,FedEx,Standard,143.3,3.7,48x16x23,2025-05-07,2025-05-07,2025-05-13,2025-05-15,Delayed,8
Miami,Denver,DHL,Express,294.4,5.7,27x27x22,2025-05-09,2025-05-09,2025-05-10,2025-05-10,Delayed,1
New York,Los Angeles,DHL,Express,145.2,3.6,24x22x12,2025-05-18,2025-05-18,2025-05-24,2025-05-25,Delivered,7
Dallas,Denver,UPS,Standard,199.9,2.8,37x36x27,2025-05-11,2025-05-11,2025-05-13,2025-05-13,Delivered,2
Dallas,Austin,FedEx,Standard,106.0,4.1,31x36x9,2025-05-02,2025-05-02,2025-05-03,2025-05-04,Delivered,2
Detroit,Denver,UPS,Standard,66.3,2.6,50x26x21,2025-05-08,2025-05-08,2025-05-15,2025-05-15,Delayed,7
New York,Austin,DHL,Fragile,318.3,4.7,39x38x14,2025-05-19,2025-05-20,2025-05-25,2025-05-26,Disrupted,6
San Diego,Los Angeles,UPS,Standard,187.6,3.4,33x17x20,2025-05-02,2025-05-02,2025-05-09,2025-05-09,Delayed,7
Boston,Los Angeles,UPS,Fragile,151.6,4.1,32x28x23,2025-05-31,2025-05-31,2025-06-03,2025-06-03,Delivered,3
Detroit,Orlando,UPS,Standard,251.0,3.1,30x22x29,2025-05-15,2025-05-15,2025-05-20,2025-05-22,Delivered,7
Dallas,Houston,FedEx,Express,106.2,2.6,45x36x23,2025-05-01,2025-05-01,2025-05-06,2025-05-06,Delivered,5
Chicago,Houston,UPS,Express,245.1,4.3,21x38x18,2025-05-31,2025-05-31,2025-06-04,2025-06-04,Delayed,4
Atlanta,Los Angeles,UPS,Fragile,145.9,3.0,23x10x17,2025-05-04,2025-05-05,2025-05-10,2025-05-10,Delayed,5
New York,Austin,UPS,Standard,167.6,4.4,33x12x25,2025-05-12,2025-05-13,2025-05-16,2025-05-16,Delivered,3
Atlanta,Houston,FedEx,Express,94.1,2.0,36x36x23,2025-05-04,2025-05-04,2025-05-11,2025-05-11,Delivered,7
Atlanta,Austin,DHL,Fragile,238.1,3.7,44x11x11,2025-05-13,2025-05-14,2025-05-17,2025-05-17,Delivered,3
Dallas,Las Vegas,FedEx,Fragile,150.5,4.4,20x13x20,2025-05-20,2025-05-20,2025-05-25,2025-05-25,Delayed,5
Philadelphia,Austin,DHL,Standard,251.8,3.4,21x15x21,2025-05-11,2025-05-11,2025-05-16,2025-05-16,Delayed,5
Dallas,Miami,FedEx,Express,171.3,2.5,36x21x15,2025-05-30,2025-05-31,2025-06-01,2025-06-01,Disrupted,1
Detroit,Denver,UPS,Express,192.0,3.9,38x31x23,2025-05-18,2025-05-18,2025-05-22,2025-05-22,Delivered,4
Dallas,Las Vegas,DHL,Fragile,207.9,4.5,38x25x29,2025-05-02,2025-05-02,2025-05-03,2025-05-04,Delivered,2
Detroit,Los Angeles,DHL,Standard,79.5,3.8,29x34x8,2025-05-03,2025-05-03,2025-05-07,2025-05-07,Delivered,4
Detroit,Las Vegas,DHL,Standard,168.2,2.7,37x13x10,2025-05-12,2025-05-13,2025-05-19,2025-05-19,Delivered,6
Detroit,Austin,FedEx,Standard,134.1,2.2,40x38x10,2025-05-28,2025-05-28,2025-05-30,2025-06-01,Delivered,4
Atlanta,Houston,DHL,Express,320.9,5.1,37x15x27,2025-05-28,2025-05-29,2025-05-30,2025-05-30,Delivered,1
Houston,San Francisco,DHL,Fragile,103.3,2.4,48x29x22,2025-05-16,2025-05-16,2025-05-23,2025-05-23,Delivered,7
Miami,Orlando,UPS,Standard,176.7,2.4,25x34x14,2025-05-21,2025-05-21,2025-05-26,2025-05-26,Delivered,5
New York,Houston,FedEx,Express,225.0,3.6,27x19x22,2025-05-03,2025-05-03,2025-05-08,2025-05-08,Delivered,5
Dallas,Houston,FedEx,Express,334.6,6.3,45x12x30,2025-05-24,2025-05-24,2025-05-27,2025-05-27,Delayed,3
Miami,San Francisco,FedEx,Fragile,172.0,2.9,47x18x20,2025-05-01,2025-05-01,2025-05-08,2025-05-08,Delivered,7
Chicago,Miami,FedEx,Standard,296.6,5.3,48x36x23,2025-05-22,2025-05-22,2025-05-28,2025-05-29,Delayed,7
New York,Las Vegas,DHL,Fragile,340.4,5.6,15x30x29,2025-05-28,2025-05-28,2025-06-01,2025-06-03,Delivered,6
Houston,Los Angeles,FedEx,Express,70.6,3.3,32x31x26,2025-05-08,2025-05-08,2025-05-10,2025-05-10,Delayed,2
Atlanta,Las Vegas,UPS,Fragile,140.1,3.7,48x25x27,2025-05-01,2025-05-01,2025-05-08,2025-05-08,Delivered,7
Miami,San Francisco,FedEx,Standard,52.0,2.5,50x27x10,2025-05-11,2025-05-11,2025-05-18,2025-05-18,Delivered,7
Chicago,San Francisco,UPS,Standard,137.0,4.3,29x39x21,2025-05-22,2025-05-22,2025-05-28,2025-05-29,Delivered,7
Boston,Denver,UPS,Fragile,254.3,4.4,18x18x20,2025-05-02,2025-05-02,2025-05-04,2025-05-04,Delayed,2
Chicago,Phoenix,DHL,Express,62.5,1.8,17x28x10,2025-05-08,2025-05-09,2025-05-09,2025-05-09,Disrupted,0
Philadelphia,Denver,UPS,Standard,340.1,4.7,40x23x16,2025-05-09,2025-05-09,2025-05-16,2025-05-16,Delivered,7
Boston,Miami,DHL,Standard,102.4,3.9,32x24x28,2025-05-20,2025-05-21,2025-05-24,2025-05-26,Delivered,5
Boston,Denver,UPS,Express,308.3,3.9,36x29x19,2025-05-16,2025-05-16,2025-05-20,2025-05-21,Delivered,5
Chicago,Miami,DHL,Fragile,158.0,4.2,45x33x13,2025-05-05,2025-05-05,2025-05-11,2025-05-13,Delivered,8
Boston,Orlando,UPS,Standard,212.6,4.1,45x17x10,2025-05-17,2025-05-17,2025-05-18,2025-05-18,Delivered,1
